Sample_ID	Library	Barcode	input_reads	raw_reads	raw_total_bases	raw_p10_len	raw_median_len	raw_p90_len	raw_n50_len	raw_n_above_3kb	raw_pct_above_3kb	raw_mean_phred_all_bases	raw_mean_phred_per_read	canu_n_contigs_rep1	canu_n_contigs_rep2	canu_n_contigs_rep3	canu_n_contigs_rep4	canu_n_contigs_total	n_combined_contigs	n_unique_contigs	contig_min_len	contig_median_len	contig_max_len	contig_n50	contig_n_in_step4_range	contig_n_below_step4_min	contig_n_above_step4_max	contig_pct_in_step4_range	chim_n_keep	chim_n_drop	chim_median_uniformity	chim_pct_dropped	EO_normalised	BL_inferred	n_haps_OK	n_haps_REMOVED	n_haps_chimeric	n_haps_total	SI_status	Lab_action	Exclusion_stage	pass_si_threshold	failure_mode	recommended_action
Library009_barcode54	Library009	barcode54	554	10357	5762915	80	352	1275	951	148	1.4289852273824466	31.65	29.8	1.0	1.0	1.0	1.0	4.0	4.0	4.0	3326.0	3327.0	3332.0	3328.0	4.0	0.0	0.0	100.0	4.0	0.0	0.51	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode55	Library009	barcode55	542	28707	15765979	85	338	1254	911	400	1.393388372174034	31.38	29.8	3.0	3.0	4.0	3.0	13.0	13.0	13.0	1401.0	2714.0	3913.0	3364.0	6.0	7.0	0.0	46.2	11.0	2.0	0.397	15.4	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode56	Library009	barcode56	558	30283	16339750	92	345	1165	857	338	1.1161377670640293	31.08	29.48	2.0	2.0	2.0	2.0	8.0	8.0	8.0	3328.0	3339.0	3359.0	3350.0	8.0	0.0	0.0	100.0	7.0	1.0	0.368	12.5	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode57	Library009	barcode57	537	21368	11916223	85	337	1263	955	362	1.6941220516660427	31.81	30.12	2.0	2.0	2.0	2.0	8.0	8.0	3.0	3530.0	3531.0	3533.0	3531.0	3.0	0.0	0.0	100.0	3.0	0.0	0.375	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode58	Library009	barcode58	539	15659	8823392	93	353	1232	909	223	1.4241011558847947	31.49	30.08	2.0	3.0	2.0	2.0	9.0	9.0	9.0	1242.0	3360.0	3533.0	3360.0	8.0	1.0	0.0	88.9	9.0	0.0	0.264	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 9 — dropped_abundance_filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library009_barcode59	Library009	barcode59	556	23093	12882545	82	338	1205	923	284	1.2298098991036244	31.25	30.09	2.0	1.0	1.0	1.0	5.0	5.0	5.0	3359.0	3360.0	3361.0	3360.0	5.0	0.0	0.0	100.0	5.0	0.0	0.578	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-DNA-extraction	Step 9 — too_many_alleles	False	DNA_contamination	Re-extract DNA from fresh tissue, then re-PCR + re-sequence.
Library009_barcode60	Library009	barcode60	551	23954	12976444	94	341	1149	862	337	1.4068631543792267	31.54	30.06	3.0	2.0	1.0	4.0	10.0	10.0	9.0	1123.0	3349.0	3362.0	3359.0	6.0	3.0	0.0	66.7	6.0	3.0	0.526	33.3	EO25	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode61	Library009	barcode61	544	17961	10065069	88	361	1232	901	205	1.1413618395412282	31.3	29.77	5.0	4.0	3.0	3.0	15.0	15.0	12.0	1175.0	3358.0	3903.0	3824.0	7.0	5.0	0.0	58.3	9.0	3.0	0.378	25.0	EO25	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode62	Library009	barcode62	536	12514	6446880	82	311	1135	857	175	1.3984337541953014	31.54	29.75	2.0	2.0	2.0	3.0	9.0	9.0	9.0	3476.0	3524.0	3529.0	3524.0	9.0	0.0	0.0	100.0	8.0	1.0	0.366	11.1	EO25	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode63	Library009	barcode63	533	21490	11916681	83	353	1225	899	324	1.5076779897626802	31.53	29.68	8.0	2.0	8.0	3.0	21.0	21.0	21.0	1097.0	3323.0	3364.0	3323.0	13.0	8.0	0.0	61.9	13.0	8.0	0.221	38.1	EO25	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode64	Library009	barcode64	555	16905	5951459	78	242	693	508	82	0.4850635906536528	30.55	28.98	2.0	2.0	1.0	2.0	7.0	7.0	6.0	1457.0	3923.0	3929.0	3925.0	4.0	2.0	0.0	66.7	6.0	0.0	0.553	0.0	EO25	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 9 — dropped_abundance_filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library009_barcode65	Library009	barcode65	559	16347	9307301	90	347	1290	975	270	1.6516792071939808	31.6	29.89	3.0	3.0	2.0	3.0	11.0	11.0	11.0	1526.0	3542.0	3935.0	3543.0	7.0	4.0	0.0	63.6	10.0	1.0	0.406	9.1	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode66	Library009	barcode66	546	17196	9890005	93	364	1284	930	264	1.5352407536636425	31.66	30.12	1.0	2.0	1.0	1.0	5.0	5.0	5.0	3360.0	3361.0	3364.0	3361.0	5.0	0.0	0.0	100.0	5.0	0.0	0.527	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode67	Library009	barcode67	568	16378	9325279	89	367	1278	925	229	1.3982171205275369	31.57	29.88	3.0	1.0	2.0	2.0	8.0	8.0	8.0	1444.0	3325.0	3826.0	3326.0	5.0	3.0	0.0	62.5	8.0	0.0	0.386	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode68	Library009	barcode68	592	16367	9301619	93	369	1254	921	231	1.411376550375756	31.7	30.11	3.0	4.0	3.0	4.0	14.0	14.0	12.0	1391.0	1600.0	3912.0	3366.0	5.0	7.0	0.0	41.7	6.0	6.0	0.197	50.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode69	Library009	barcode69	541	14184	6291007	79	288	919	687	116	0.8178228990411731	31.23	29.79	2.0	1.0	2.0	2.0	7.0	7.0	5.0	3302.0	3390.0	3393.0	3390.0	5.0	0.0	0.0	100.0	5.0	0.0	0.434	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode70	Library009	barcode70	504	15628	8530362	91	324	1145	908	219	1.401330944458664	31.35	30.07	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3531.0	3531.0	3532.0	3532.0	2.0	0.0	0.0	100.0	2.0	0.0	0.55	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode71	Library009	barcode71	542	18695	10018056	84	332	1156	882	340	1.8186680930730144	31.56	29.91	3.0	3.0	2.0	2.0	10.0	10.0	10.0	1090.0	3358.0	3533.0	3359.0	9.0	1.0	0.0	90.0	8.0	2.0	0.333	20.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode72	Library009	barcode72	669	24070	11230252	110	338	981	680	44	0.18280016618196926	30.47	29.56	2.0	3.0	2.0	3.0	10.0	10.0	10.0	2552.0	2972.0	4492.0	3015.0	2.0	7.0	1.0	20.0	4.0	6.0	0.204	60.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4 — length filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library009_barcode73	Library009	barcode73	556	18750	9905059	79	336	1157	854	248	1.3226666666666667	31.64	29.9	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3325.0	3325.0	3325.0	3325.0	1.0	0.0	0.0	100.0	1.0	0.0	0.81	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode74	Library009	barcode74	569	21788	11857505	90	347	1197	874	265	1.2162658344042594	31.54	30.08	2.0	3.0	1.0	2.0	8.0	8.0	8.0	1632.0	3360.0	3366.0	3361.0	7.0	1.0	0.0	87.5	7.0	1.0	0.502	12.5	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-DNA-extraction	Step 9 — too_many_alleles	False	DNA_contamination	Re-extract DNA from fresh tissue, then re-PCR + re-sequence.
Library009_barcode75	Library009	barcode75	563	15192	7192760	77	296	1033	774	160	1.05318588730911	31.04	29.17	2.0	1.0	4.0	1.0	8.0	8.0	6.0	3250.0	3596.0	3897.0	3645.0	6.0	0.0	0.0	100.0	5.0	1.0	0.285	16.7	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode76	Library009	barcode76	569	18064	9794675	86	346	1155	857	221	1.2234278122232065	31.72	30.08	2.0	2.0	2.0	2.0	8.0	8.0	7.0	3362.0	3472.0	3485.0	3472.0	7.0	0.0	0.0	100.0	7.0	0.0	0.437	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode77	Library009	barcode77	576	15510	8000279	81	344	1111	822	159	1.0251450676982592	31.6	30.14	3.0	3.0	3.0	2.0	11.0	11.0	9.0	1407.0	3363.0	3896.0	3723.0	6.0	3.0	0.0	66.7	7.0	2.0	0.268	22.2	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode78	Library009	barcode78	577	11412	5670853	81	325	1049	802	134	1.1742025937609533	31.56	29.95	3.0	2.0	5.0	1.0	11.0	11.0	10.0	1346.0	3591.0	3897.0	3593.0	6.0	4.0	0.0	60.0	8.0	2.0	0.438	20.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode79	Library009	barcode79	545	25004	14021596	89	363	1215	884	410	1.6397376419772836	31.64	29.84	2.0	3.0	3.0	3.0	11.0	11.0	9.0	1127.0	3364.0	3553.0	3364.0	6.0	3.0	0.0	66.7	8.0	1.0	0.623	11.1	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-DNA-extraction	Step 9 — too_many_alleles	False	DNA_contamination	Re-extract DNA from fresh tissue, then re-PCR + re-sequence.
Library009_barcode80	Library009	barcode80	534	17223	9275352	75	330	1213	905	240	1.3934854554955582	31.71	29.87	3.0	2.0	3.0	2.0	10.0	10.0	8.0	3327.0	3408.0	3526.0	3453.0	8.0	0.0	0.0	100.0	5.0	3.0	0.536	37.5	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode81	Library009	barcode81	530	20344	12064166	92	373	1355	976	367	1.8039716869838776	31.58	29.8	2.0	3.0	2.0	2.0	9.0	9.0	9.0	1237.0	3361.0	3365.0	3361.0	8.0	1.0	0.0	88.9	7.0	2.0	0.465	22.2	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode82	Library009	barcode82	542	19190	11515126	92	386	1358	980	338	1.7613340281396561	31.64	29.88	3.0	1.0	2.0	2.0	8.0	8.0	8.0	1404.0	3360.0	3374.0	3361.0	6.0	2.0	0.0	75.0	8.0	0.0	0.443	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode83	Library009	barcode83	540	21037	12118777	87	374	1283	930	325	1.544897086086419	31.78	30.22	2.0	4.0	3.0	2.0	11.0	11.0	9.0	1498.0	3887.0	3899.0	3896.0	7.0	2.0	0.0	77.8	5.0	4.0	0.311	44.4	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode84	Library009	barcode84	544	23035	13447677	81	365	1332	967	369	1.6019101367484263	31.5	29.97	3.0	2.0	2.0	2.0	9.0	9.0	9.0	1158.0	3360.0	3369.0	3360.0	8.0	1.0	0.0	88.9	9.0	0.0	0.453	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode85	Library009	barcode85	553	19032	10319959	78	328	1227	919	272	1.4291719209751996	31.44	29.38	3.0	2.0	3.0	4.0	12.0	12.0	12.0	1225.0	2625.0	3830.0	3368.0	6.0	6.0	0.0	50.0	9.0	3.0	0.491	25.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode86	Library009	barcode86	558	14912	8250497	83	350	1254	903	199	1.3344957081545066	31.59	30.08	2.0	2.0	2.0	2.0	8.0	8.0	8.0	3329.0	3342.0	3355.0	3350.0	8.0	0.0	0.0	100.0	7.0	1.0	0.399	12.5	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode87	Library009	barcode87	531	18358	8825252	77	302	979	801	225	1.2256237062860877	31.4	29.61	5.0	6.0	4.0	4.0	19.0	19.0	17.0	2040.0	3789.0	3884.0	3874.0	12.0	5.0	0.0	70.6	15.0	2.0	0.515	11.8	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode88	Library009	barcode88	517	19085	10344005	83	330	1182	891	233	1.2208540738800104	31.44	30.02	3.0	2.0	3.0	3.0	11.0	11.0	10.0	1335.0	3361.0	3911.0	3908.0	7.0	3.0	0.0	70.0	10.0	0.0	0.4	0.0	EO76	BL3	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode90	Library009	barcode90	374	13023	8200530	85	358	1403	1077	269	2.0655762881056594	31.91	30.11	2.0	4.0	3.0	1.0	10.0	10.0	10.0	3250.0	3361.0	3372.0	3362.0	10.0	0.0	0.0	100.0	7.0	3.0	0.518	30.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode91	Library009	barcode91	561	11108	6090242	82	337	1240	929	156	1.4043932301044293	31.56	29.82	2.0	3.0	2.0	2.0	9.0	9.0	7.0	1100.0	3116.0	3363.0	3149.0	2.0	5.0	0.0	28.6	7.0	0.0	0.553	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode92	Library009	barcode92	526	12747	6571539	82	306	1144	881	188	1.4748568290578175	31.46	29.61	3.0	2.0	3.0	3.0	11.0	11.0	10.0	1299.0	3551.0	3894.0	3553.0	6.0	4.0	0.0	60.0	6.0	4.0	0.238	40.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode93	Library009	barcode93	545	16655	9254866	78	345	1275	924	275	1.6511558090663465	31.55	29.56	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3363.0	3363.0	3363.0	3363.0	2.0	0.0	0.0	100.0	2.0	0.0	0.619	0.0	EO70	BL2	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode94	Library009	barcode94	559	24880	14120883	93	362	1275	927	345	1.3866559485530547	31.78	30.33	2.0	4.0	3.0	4.0	13.0	13.0	13.0	1457.0	3552.0	3893.0	3553.0	9.0	4.0	0.0	69.2	8.0	5.0	0.281	38.5	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode95	Library009	barcode95	529	15192	8705904	92	355	1289	933	254	1.671932596103212	31.64	30.08	1.0	3.0	6.0	2.0	12.0	12.0	12.0	2067.0	3309.0	3370.0	3338.0	7.0	5.0	0.0	58.3	12.0	0.0	0.38	0.0	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library009_barcode96	Library009	barcode96	555	9929	5478149	79	358	1228	895	167	1.6819417866854667	31.59	29.66	2.0	2.0	2.0	2.0	8.0	8.0	6.0	1423.0	3365.0	3934.0	3367.0	4.0	2.0	0.0	66.7	5.0	1.0	0.367	16.7	EO27	BL4	0.0	0.0	0.0	0.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	pipeline_downstream_filter	Canu + dedup + chimera filter retained contigs in the Step 4 length range, but the SI status pool is empty. Trace through Steps 4b / 7 / 7b / 9 to identify which filter dropped them.
Library010_barcode01	Library010	barcode01	573	28606	13282770	84	299	992	726	234	0.818010207648745	31.07	29.24	2.0	1.0	1.0	2.0	6.0	6.0	6.0	3125.0	3362.0	3366.0	3365.0	4.0	2.0	0.0	66.7	5.0	1.0	0.423	16.7	EO18	BL5	8.0	0.0	8.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode02	Library010	barcode02	568	24263	12466297	88	321	1200	851	222	0.9149734163129044	31.19	29.27	3.0	2.0	3.0	6.0	14.0	14.0	14.0	1523.0	3355.0	3364.0	3355.0	10.0	4.0	0.0	71.4	12.0	2.0	0.348	14.3	EO18	BL5	18.0	0.0	22.0	18.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode03	Library010	barcode03	550	20779	9727887	83	284	1022	751	188	0.9047596130708888	31.07	28.97	2.0	2.0	3.0	3.0	10.0	10.0	10.0	1268.0	3362.0	3539.0	3363.0	8.0	2.0	0.0	80.0	9.0	1.0	0.322	10.0	EO18	BL5	12.0	0.0	12.0	12.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode04	Library010	barcode04	556	20903	10442710	93	314	1069	803	223	1.0668325120796058	31.31	29.53	3.0	4.0	2.0	3.0	12.0	12.0	10.0	1480.0	3531.0	3907.0	3533.0	6.0	4.0	0.0	60.0	10.0	0.0	0.306	0.0	EO18	BL5	0.0	0.0	0.0	0.0	Insufficient_data	Re-PCR	Step 4b — BLAST coverage filter	False	PCR_amplicon_failure	Re-amplify the SRK amplicon from existing DNA; existing reads cannot be salvaged.
Library010_barcode05	Library010	barcode05	541	14516	6653729	88	286	974	708	113	0.7784513640121246	31.19	29.39	1.0	1.0	1.0	1.0	4.0	4.0	4.0	3324.0	3325.0	3326.0	3325.0	4.0	0.0	0.0	100.0	4.0	0.0	0.521	0.0	EO18	BL5	8.0	0.0	8.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode06	Library010	barcode06	581	22804	10319610	83	295	949	693	140	0.6139273811611998	31.18	29.64	1.0	2.0	2.0	1.0	6.0	6.0	5.0	3336.0	3364.0	3365.0	3364.0	5.0	0.0	0.0	100.0	3.0	2.0	0.534	40.0	EO18	BL5	7.0	0.0	9.0	7.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode07	Library010	barcode07	527	30145	15046192	80	294	1111	844	372	1.2340354951069827	31.15	29.18	2.0	2.0	2.0	2.0	8.0	8.0	8.0	3357.0	3442.0	3533.0	3526.0	8.0	0.0	0.0	100.0	7.0	1.0	0.486	12.5	EO18	BL5	11.0	0.0	5.0	11.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode08	Library010	barcode08	545	14809	6626963	82	271	951	720	119	0.8035653994192722	31.1	29.19	3.0	4.0	4.0	5.0	16.0	16.0	14.0	1254.0	2487.0	3904.0	3814.0	7.0	7.0	0.0	50.0	10.0	4.0	0.298	28.6	EO18	BL5	12.0	0.0	4.0	12.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode09	Library010	barcode09	561	16399	7646499	77	276	1066	784	147	0.8963961217147386	31.39	29.51	1.0	1.0	2.0	2.0	6.0	6.0	4.0	3397.0	3398.0	3400.0	3399.0	4.0	0.0	0.0	100.0	4.0	0.0	0.504	0.0	EO18	BL5	8.0	0.0	8.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library010_barcode10	Library010	barcode10	530	11466	5530851	81	294	1078	785	120	1.0465724751439036	31.12	29.38	1.0	1.0	1.0	1.0	4.0	4.0	4.0	3358.0	3359.0	3360.0	3359.0	4.0	0.0	0.0	100.0	4.0	0.0	0.578	0.0	EO18	BL5	8.0	0.0	8.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
