Sample_ID	Library	Barcode	input_reads	raw_reads	raw_total_bases	raw_p10_len	raw_median_len	raw_p90_len	raw_n50_len	raw_n_above_3kb	raw_pct_above_3kb	raw_mean_phred_all_bases	raw_mean_phred_per_read	canu_n_contigs_rep1	canu_n_contigs_rep2	canu_n_contigs_rep3	canu_n_contigs_rep4	canu_n_contigs_total	n_combined_contigs	n_unique_contigs	contig_min_len	contig_median_len	contig_max_len	contig_n50	contig_n_in_step4_range	contig_n_below_step4_min	contig_n_above_step4_max	contig_pct_in_step4_range	chim_n_keep	chim_n_drop	chim_median_uniformity	chim_pct_dropped	EO_normalised	BL_inferred	n_haps_OK	n_haps_REMOVED	n_haps_chimeric	n_haps_total	SI_status	Lab_action	Exclusion_stage	pass_si_threshold	failure_mode	recommended_action
Library006_barcode39	Library006	barcode39	562	24846	14338221	100	363	1373	952	230	0.9257023263301941	32.56	30.87	5.0	5.0	6.0	5.0	21.0	21.0	21.0	1613.0	3348.0	3361.0	3357.0	16.0	5.0	0.0	76.2	17.0	4.0	0.336	19.0	EO27	BL4	46.0	0.0	18.0	46.0	SI	Re-DNA-extraction	Step 9 — too_many_alleles	True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode40	Library006	barcode40	483	41903	38459159	107	528	2448	1834	2374	5.665465479798582	33.09	31.16	2.0	3.0	2.0	2.0	9.0	9.0	9.0	2773.0	3914.0	3927.0	3914.0	8.0	1.0	0.0	88.9	8.0	1.0	0.253	11.1	EO27	BL4	25.0	0.0	7.0	25.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode41	Library006	barcode41	539	24816	14179141	83	334	1398	1026	401	1.6158929722759512	32.38	30.34	2.0	2.0	2.0	3.0	9.0	9.0	9.0	2623.0	3879.0	3927.0	3879.0	7.0	2.0	0.0	77.8	6.0	3.0	0.255	33.3	EO27	BL4	20.0	0.0	8.0	20.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode42	Library006	barcode42	569	24962	15265917	102	390	1479	1020	244	0.9774857783831423	32.37	30.46	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3359.0	3361.0	3364.0	3364.0	2.0	0.0	0.0	100.0	2.0	0.0	0.51	0.0	EO25	BL5	8.0	0.0	0.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode43	Library006	barcode43	517	30152	24329172	107	483	2187	1592	885	2.9351286813478374	32.99	31.19	3.0	2.0	2.0	2.0	9.0	9.0	7.0	2922.0	3325.0	3496.0	3325.0	4.0	3.0	0.0	57.1	6.0	1.0	0.37	14.3	EO76	BL3	8.0	0.0	4.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode44	Library006	barcode44	558	27098	15551796	95	359	1366	946	237	0.8746032917558492	32.52	30.67	3.0	6.0	3.0	6.0	18.0	18.0	18.0	1602.0	3320.0	3363.0	3357.0	10.0	8.0	0.0	55.6	11.0	7.0	0.246	38.9	EO27	BL4	15.0	0.0	25.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode45	Library006	barcode45	581	27145	15899467	78	362	1429	1017	225	0.8288819303739179	32.34	30.22	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3360.0	3360.0	3360.0	3360.0	1.0	0.0	0.0	100.0	1.0	0.0	0.462	0.0	EO27	BL4	2.0	0.0	2.0	2.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	partial_recovery	Re-sequence on existing DNA + library at moderately higher coverage; a 2× read budget should push this sample over the 4-haplotype SI threshold.
Library006_barcode46	Library006	barcode46	536	28052	15826062	96	341	1324	960	425	1.5150434906602026	31.94	29.84	2.0	1.0	2.0	1.0	6.0	6.0	5.0	2083.0	3937.0	3940.0	3937.0	4.0	1.0	0.0	80.0	5.0	0.0	0.484	0.0	EO27	BL4	8.0	0.0	8.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode47	Library006	barcode47	542	20020	13274449	99	412	1659	1169	272	1.3586413586413586	32.37	30.6	1.0	1.0	1.0	1.0	4.0	4.0	3.0	3364.0	3365.0	3368.0	3365.0	3.0	0.0	0.0	100.0	3.0	0.0	0.509	0.0	EO27	BL4	8.0	0.0	4.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode48	Library006	barcode48	504	10860	7991866	90	449	1980	1389	273	2.5138121546961325	32.95	30.93	3.0	1.0	2.0	2.0	8.0	8.0	6.0	3364.0	3463.0	3529.0	3466.0	6.0	0.0	0.0	100.0	4.0	2.0	0.455	33.3	EO27	BL4	11.0	0.0	13.0	11.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode49	Library006	barcode49	565	18156	12571180	101	453	1710	1184	210	1.1566424322538005	32.58	30.7	2.0	1.0	2.0	2.0	7.0	7.0	7.0	3334.0	3359.0	3366.0	3359.0	7.0	0.0	0.0	100.0	6.0	1.0	0.354	14.3	EO27	BL4	15.0	1.0	12.0	16.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode50	Library006	barcode50	525	32418	26336930	109	497	2170	1557	831	2.563390708865445	32.98	31.07	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3359.0	3363.0	3367.0	3367.0	2.0	0.0	0.0	100.0	2.0	0.0	0.522	0.0	EO27	BL4	4.0	0.0	4.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode51	Library006	barcode51	526	34709	25470436	87	419	2004	1506	638	1.8381399636981761	32.87	30.71	1.0	2.0	3.0	2.0	8.0	8.0	7.0	3101.0	3324.0	3458.0	3324.0	5.0	2.0	0.0	71.4	5.0	2.0	0.21	28.6	EO27	BL4	12.0	0.0	4.0	12.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode52	Library006	barcode52	507	10180	9278850	105	564	2394	1772	411	4.037328094302554	33.28	31.32	3.0	2.0	2.0	2.0	9.0	9.0	9.0	1281.0	3537.0	3557.0	3537.0	8.0	1.0	0.0	88.9	6.0	3.0	0.344	33.3	EO27	BL4	16.0	6.0	10.0	22.0	pSI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode53	Library006	barcode53	501	36455	24681564	97	395	1788	1291	705	1.9338910986147304	32.73	30.58	1.0	2.0	1.0	2.0	6.0	6.0	4.0	2486.0	3531.0	3534.0	3532.0	3.0	1.0	0.0	75.0	4.0	0.0	0.473	0.0	EO27	BL4	7.0	0.0	5.0	7.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode54	Library006	barcode54	553	20180	14023734	92	452	1731	1221	251	1.2438057482656095	32.86	31.04	2.0	4.0	4.0	3.0	13.0	13.0	13.0	1951.0	3359.0	3364.0	3359.0	9.0	4.0	0.0	69.2	10.0	3.0	0.333	23.1	EO27	BL4	32.0	0.0	4.0	32.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode55	Library006	barcode55	547	28744	19014568	102	421	1630	1154	333	1.1585026440300583	32.47	30.71	2.0	2.0	2.0	2.0	8.0	8.0	8.0	2467.0	3353.0	3365.0	3361.0	5.0	3.0	0.0	62.5	8.0	0.0	0.44	0.0	EO27	BL4	12.0	4.0	4.0	16.0	pSI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode56	Library006	barcode56	530	22693	15502448	106	405	1765	1249	477	2.101969770413784	32.42	30.57	2.0	2.0	1.0	3.0	8.0	8.0	7.0	2100.0	3814.0	3904.0	3814.0	6.0	1.0	0.0	85.7	5.0	2.0	0.395	28.6	EO67	BL4	11.0	0.0	13.0	11.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode57	Library006	barcode57	572	29639	18373636	103	401	1491	1013	250	0.8434832484226863	32.53	30.76	2.0	1.0	1.0	1.0	5.0	5.0	4.0	2212.0	3359.0	3383.0	3360.0	3.0	1.0	0.0	75.0	4.0	0.0	0.53	0.0	EO67	BL4	12.0	0.0	0.0	12.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode58	Library006	barcode58	532	11651	7119067	99	380	1497	1046	131	1.124367007123852	32.78	31.03	1.0	2.0	2.0	2.0	7.0	7.0	6.0	3526.0	3528.0	3534.0	3530.0	6.0	0.0	0.0	100.0	6.0	0.0	0.311	0.0	EO67	BL4	4.0	0.0	20.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode59	Library006	barcode59	561	21867	13923079	93	404	1552	1088	293	1.3399185988018476	32.76	31.06	3.0	2.0	1.0	2.0	8.0	8.0	8.0	1262.0	3524.0	3531.0	3524.0	6.0	2.0	0.0	75.0	6.0	2.0	0.364	25.0	EO67	BL4	17.0	1.0	6.0	18.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode60	Library006	barcode60	558	24148	15095105	98	397	1516	1065	325	1.345867152559218	32.49	30.68	2.0	4.0	3.0	1.0	10.0	10.0	7.0	2904.0	3361.0	3544.0	3361.0	5.0	2.0	0.0	71.4	4.0	3.0	0.249	42.9	EO67	BL4	15.0	0.0	1.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode61	Library006	barcode61	573	22521	14789073	89	429	1615	1130	278	1.2344034456729274	32.68	30.55	1.0	2.0	2.0	2.0	7.0	7.0	4.0	2721.0	3453.0	3545.0	3543.0	3.0	1.0	0.0	75.0	2.0	2.0	0.339	50.0	EO67	BL4	6.0	0.0	6.0	6.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode62	Library006	barcode62	538	11607	7877597	95	434	1660	1161	239	2.0591022658740417	32.34	30.47	3.0	4.0	2.0	2.0	11.0	11.0	11.0	2604.0	3909.0	3913.0	3909.0	10.0	1.0	0.0	90.9	6.0	5.0	0.304	45.5	EO67	BL4	32.0	0.0	8.0	32.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode63	Library006	barcode63	569	22443	14716259	99	427	1614	1127	242	1.0782872165040325	32.31	30.28	2.0	1.0	2.0	2.0	7.0	7.0	5.0	3324.0	3904.0	3914.0	3904.0	5.0	0.0	0.0	100.0	3.0	2.0	0.275	40.0	EO67	BL4	15.0	0.0	5.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode64	Library006	barcode64	548	27100	16538442	77	352	1462	1118	338	1.2472324723247232	32.07	30.19	2.0	2.0	3.0	2.0	9.0	9.0	9.0	1288.0	3446.0	3537.0	3535.0	6.0	3.0	0.0	66.7	7.0	2.0	0.223	22.2	EO67	BL4	18.0	0.0	6.0	18.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode65	Library006	barcode65	522	22216	15989941	95	440	1826	1318	552	2.484695714800144	32.5	30.42	2.0	3.0	2.0	2.0	9.0	9.0	7.0	3230.0	3910.0	3912.0	3910.0	6.0	1.0	0.0	85.7	7.0	0.0	0.43	0.0	EO67	BL4	8.0	0.0	16.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library006_barcode66	Library006	barcode66	551	17894	12447341	102	439	1722	1220	322	1.7994858611825193	32.81	31.07	1.0	3.0	4.0	1.0	9.0	9.0	9.0	2005.0	3380.0	3532.0	3503.0	6.0	3.0	0.0	66.7	7.0	2.0	0.278	22.2	EO67	BL4	18.0	0.0	6.0	18.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode67	Library007	barcode67	569	10524	5579298	95	336	1046	817	106	1.0072215887495248	30.99	29.89	2.0	3.0	2.0	3.0	10.0	10.0	8.0	1907.0	3322.0	3928.0	3323.0	6.0	2.0	0.0	75.0	6.0	2.0	0.281	25.0	EO27	BL4	15.0	0.0	9.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode68	Library007	barcode68	578	27379	14704990	96	374	1114	801	259	0.9459804960005844	32.17	30.48	3.0	1.0	3.0	3.0	10.0	10.0	8.0	1386.0	3352.0	3923.0	3836.0	5.0	3.0	0.0	62.5	5.0	3.0	0.249	37.5	EO27	BL4	11.0	0.0	9.0	11.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode69	Library007	barcode69	572	18702	8779276	83	317	939	708	128	0.6844187787402417	31.92	30.2	3.0	3.0	1.0	3.0	10.0	10.0	9.0	2280.0	3351.0	3353.0	3351.0	5.0	4.0	0.0	55.6	4.0	5.0	0.127	55.6	EO27	BL4	17.0	0.0	3.0	17.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode70	Library007	barcode70	575	14683	8209743	100	390	1161	829	167	1.1373697473268405	32.14	30.59	2.0	2.0	3.0	2.0	9.0	9.0	8.0	1237.0	3366.0	3927.0	3921.0	5.0	3.0	0.0	62.5	7.0	1.0	0.329	12.5	EO27	BL4	14.0	0.0	6.0	14.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode71	Library007	barcode71	575	19606	10091494	88	345	1087	787	176	0.8976843823319391	31.95	30.16	1.0	1.0	1.0	1.0	4.0	4.0	3.0	3357.0	3359.0	3365.0	3359.0	3.0	0.0	0.0	100.0	3.0	0.0	0.791	0.0	EO27	BL4	4.0	0.0	8.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode72	Library007	barcode72	582	15701	7192923	86	311	940	689	110	0.7005923189605758	32.34	30.56	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3357.0	3357.0	3358.0	3358.0	2.0	0.0	0.0	100.0	2.0	0.0	0.51	0.0	EO27	BL4	8.0	0.0	0.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode73	Library007	barcode73	573	22059	11102038	86	343	1065	766	168	0.761593907248742	32.2	30.5	2.0	5.0	2.0	3.0	12.0	12.0	12.0	2791.0	3358.0	3361.0	3358.0	11.0	1.0	0.0	91.7	10.0	2.0	0.34	16.7	EO27	BL4	27.0	0.0	13.0	27.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode74	Library007	barcode74	593	17533	8242799	94	327	940	682	126	0.7186448411566759	32.01	30.44	3.0	2.0	3.0	1.0	9.0	9.0	9.0	1304.0	3347.0	3364.0	3347.0	7.0	2.0	0.0	77.8	7.0	2.0	0.367	22.2	EO27	BL4	25.0	0.0	3.0	25.0	SI	Re-DNA-extraction	Step 9 — too_many_alleles	True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode75	Library007	barcode75	586	13621	6944525	80	347	1072	780	116	0.8516261654797739	31.93	29.74	1.0	1.0	1.0	1.0	4.0	4.0	1.0	3363.0	3363.0	3363.0	3363.0	1.0	0.0	0.0	100.0	1.0	0.0	0.559	0.0	EO27	BL4	3.0	0.0	1.0	3.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	partial_recovery	Re-sequence on existing DNA + library at moderately higher coverage; a 2× read budget should push this sample over the 4-haplotype SI threshold.
Library007_barcode76	Library007	barcode76	582	13846	6699922	86	329	987	720	105	0.7583417593528816	32.08	30.25	2.0	2.0	3.0	4.0	11.0	11.0	11.0	1478.0	3360.0	3373.0	3360.0	10.0	1.0	0.0	90.9	11.0	0.0	0.463	0.0	EO27	BL4	28.0	0.0	12.0	28.0	SI	Re-DNA-extraction	Step 9 — too_many_alleles	True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode77	Library007	barcode77	580	13595	6735170	94	344	1021	730	92	0.6767193821257815	32.19	30.57	1.0	1.0	1.0	1.0	4.0	4.0	3.0	3359.0	3361.0	3363.0	3361.0	3.0	0.0	0.0	100.0	3.0	0.0	0.525	0.0	EO27	BL4	4.0	0.0	8.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode78	Library007	barcode78	565	14486	8572342	106	418	1205	864	135	0.9319342813751208	32.31	30.89	2.0	1.0	3.0	2.0	8.0	8.0	7.0	3361.0	3372.0	3390.0	3372.0	7.0	0.0	0.0	100.0	6.0	1.0	0.316	14.3	EO27	BL4	18.0	0.0	10.0	18.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode79	Library007	barcode79	575	17929	9179311	94	341	1083	773	142	0.7920129399297229	31.81	29.78	2.0	2.0	6.0	2.0	12.0	12.0	12.0	2093.0	3104.0	3360.0	3105.0	5.0	7.0	0.0	41.7	7.0	5.0	0.304	41.7	EO27	BL4	4.0	0.0	16.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode80	Library007	barcode80	566	10081	5345308	75	368	1139	812	86	0.8530899712330126	32.21	30.33	2.0	1.0	1.0	1.0	5.0	5.0	4.0	2914.0	3345.0	3347.0	3346.0	3.0	1.0	0.0	75.0	4.0	0.0	0.514	0.0	EO27	BL4	10.0	0.0	2.0	10.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode81	Library007	barcode81	568	14182	7401099	99	359	1085	771	128	0.9025525313778029	31.86	29.92	4.0	2.0	3.0	5.0	14.0	14.0	12.0	1356.0	3364.0	3912.0	3814.0	7.0	5.0	0.0	58.3	8.0	4.0	0.428	33.3	EO67	BL4	19.0	0.0	9.0	19.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode82	Library007	barcode82	564	20305	10573826	89	347	1102	805	206	1.014528441270623	31.99	30.03	2.0	1.0	1.0	2.0	6.0	6.0	6.0	2841.0	3535.0	3538.0	3535.0	5.0	1.0	0.0	83.3	4.0	2.0	0.518	33.3	EO67	BL4	14.0	0.0	6.0	14.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode83	Library007	barcode83	583	24931	11764535	94	319	970	689	165	0.6618266415306245	32.11	30.43	2.0	1.0	8.0	3.0	14.0	14.0	13.0	1285.0	3361.0	3532.0	3362.0	7.0	6.0	0.0	53.8	13.0	0.0	0.424	0.0	EO67	BL4	14.0	0.0	14.0	14.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode84	Library007	barcode84	569	25900	13245047	94	339	1067	780	224	0.8648648648648649	31.94	30.26	2.0	2.0	2.0	1.0	7.0	7.0	7.0	3360.0	3468.0	3537.0	3468.0	7.0	0.0	0.0	100.0	6.0	1.0	0.522	14.3	EO67	BL4	15.0	0.0	13.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode85	Library007	barcode85	562	18176	9429475	71	344	1129	830	158	0.8692781690140846	31.93	29.6	2.0	2.0	1.0	2.0	7.0	7.0	7.0	3358.0	3362.0	3537.0	3362.0	7.0	0.0	0.0	100.0	6.0	1.0	0.475	14.3	EO67	BL4	11.0	0.0	17.0	11.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode86	Library007	barcode86	573	13662	6890182	88	354	1045	743	82	0.6002049480310351	32.09	30.48	2.0	2.0	3.0	1.0	8.0	8.0	8.0	3121.0	3324.0	3351.0	3325.0	6.0	2.0	0.0	75.0	4.0	4.0	0.335	50.0	EO67	BL4	14.0	0.0	10.0	14.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode87	Library007	barcode87	583	26882	12666263	89	321	966	697	147	0.5468343129231455	31.71	29.85	2.0	1.0	4.0	3.0	10.0	10.0	9.0	2852.0	3322.0	3329.0	3322.0	8.0	1.0	0.0	88.9	9.0	0.0	0.379	0.0	EO67	BL4	20.0	0.0	12.0	20.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library007_barcode88	Library007	barcode88	565	18823	8656704	92	317	925	664	119	0.6322052807735217	31.72	29.85	1.0	1.0	1.0	1.0	4.0	4.0	2.0	3359.0	3360.0	3361.0	3361.0	2.0	0.0	0.0	100.0	2.0	0.0	0.764	0.0	EO67	BL4	4.0	0.0	4.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode01	Library008	barcode01	503	28461	19370781	98	424	1648	1158	753	2.645725729946242	32.07	30.24	1.0	4.0	2.0	2.0	9.0	9.0	9.0	3805.0	3896.0	3901.0	3896.0	9.0	0.0	0.0	100.0	7.0	2.0	0.437	22.2	EO70	BL2	24.0	0.0	12.0	24.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode02	Library008	barcode02	540	23530	14880460	100	403	1471	1034	492	2.0909477263068426	32.23	30.22	2.0	3.0	2.0	2.0	9.0	9.0	9.0	1354.0	3554.0	3598.0	3554.0	8.0	1.0	0.0	88.9	9.0	0.0	0.426	0.0	EO70	BL2	30.0	0.0	2.0	30.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode03	Library008	barcode03	522	36429	25858789	103	473	1681	1154	879	2.412912789261303	32.17	30.34	3.0	3.0	4.0	3.0	13.0	13.0	13.0	1436.0	3791.0	3895.0	3808.0	9.0	4.0	0.0	69.2	5.0	8.0	0.16	61.5	EO70	BL2	16.0	0.0	20.0	16.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode04	Library008	barcode04	465	26185	18926415	109	479	1783	1182	679	2.593087645598625	32.49	30.85	1.0	1.0	1.0	1.0	4.0	4.0	3.0	3363.0	3364.0	3370.0	3364.0	3.0	0.0	0.0	100.0	3.0	0.0	0.482	0.0	EO70	BL2	8.0	0.0	4.0	8.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode05	Library008	barcode05	510	16596	11755868	102	456	1786	1207	397	2.392142684984334	32.62	30.78	3.0	1.0	4.0	2.0	10.0	10.0	8.0	2063.0	3045.0	3527.0	3171.0	3.0	5.0	0.0	37.5	6.0	2.0	0.649	25.0	EO70	BL2	11.0	0.0	1.0	11.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode06	Library008	barcode06	510	28279	21371682	108	491	1965	1324	783	2.7688390678595423	32.67	30.92	3.0	1.0	3.0	2.0	9.0	9.0	9.0	2786.0	3354.0	3361.0	3354.0	6.0	3.0	0.0	66.7	8.0	1.0	0.52	11.1	EO70	BL2	6.0	0.0	18.0	6.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode07	Library008	barcode07	527	38136	22944619	83	370	1441	1024	697	1.827669393748689	32.18	30.07	3.0	3.0	4.0	3.0	13.0	13.0	12.0	1396.0	3352.0	3897.0	3360.0	7.0	5.0	0.0	58.3	9.0	3.0	0.352	25.0	EO70	BL2	15.0	0.0	13.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode08	Library008	barcode08	371	9433	7569882	109	489	1890	1464	274	2.90469627902046	31.77	30.8	2.0	2.0	1.0	3.0	8.0	8.0	7.0	3311.0	3362.0	3539.0	3362.0	7.0	0.0	0.0	100.0	5.0	2.0	0.289	28.6	EO70	BL2	21.0	0.0	7.0	21.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode09	Library008	barcode09	550	27296	16792915	94	400	1395	995	428	1.5679953106682298	32.31	30.59	2.0	2.0	3.0	1.0	8.0	8.0	8.0	2383.0	3363.0	3460.0	3364.0	5.0	3.0	0.0	62.5	6.0	2.0	0.32	25.0	EO70	BL2	16.0	0.0	4.0	16.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode10	Library008	barcode10	535	16211	10139601	97	412	1406	987	334	2.060329405958917	32.32	30.65	4.0	3.0	2.0	4.0	13.0	13.0	13.0	1215.0	3368.0	3903.0	3376.0	8.0	5.0	0.0	61.5	8.0	5.0	0.266	38.5	EO70	BL2	17.0	0.0	15.0	17.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode11	Library008	barcode11	510	35277	23148277	98	420	1593	1093	787	2.230915327267058	32.33	30.39	1.0	3.0	2.0	1.0	7.0	7.0	5.0	1090.0	3157.0	3363.0	3362.0	2.0	3.0	0.0	40.0	5.0	0.0	0.63	0.0	EO70	BL2	3.0	0.0	5.0	3.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	partial_recovery	Re-sequence on existing DNA + library at moderately higher coverage; a 2× read budget should push this sample over the 4-haplotype SI threshold.
Library008_barcode12	Library008	barcode12	518	13620	7666504	93	341	1211	904	246	1.8061674008810573	32.01	30.54	2.0	2.0	3.0	3.0	10.0	10.0	8.0	1605.0	3595.0	3915.0	3599.0	6.0	2.0	0.0	75.0	7.0	1.0	0.447	12.5	EO70	BL2	16.0	0.0	8.0	16.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode13	Library008	barcode13	545	23054	14713173	94	409	1459	1045	575	2.4941441832220006	32.37	30.7	2.0	6.0	2.0	3.0	13.0	13.0	11.0	1535.0	3591.0	3899.0	3781.0	9.0	2.0	0.0	81.8	8.0	3.0	0.275	27.3	EO70	BL2	16.0	0.0	20.0	16.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode14	Library008	barcode14	196	6020	1498601	68	162	393	309	20	0.33222591362126247	30.59	28.38	2.0	2.0	2.0	2.0	8.0	8.0	2.0	2686.0	3019.0	3352.0	3352.0	1.0	1.0	0.0	50.0	2.0	0.0	0.549	0.0	EO70	BL2	2.0	0.0	2.0	2.0	Insufficient_data	Re-sequence (SI status uncertain)	Step 25b — SI status	False	partial_recovery	Re-sequence on existing DNA + library at moderately higher coverage; a 2× read budget should push this sample over the 4-haplotype SI threshold.
Library008_barcode15	Library008	barcode15	534	16925	9692099	78	354	1288	959	357	2.1093057607090104	32.23	30.11	2.0	1.0	2.0	3.0	8.0	8.0	7.0	1200.0	3551.0	3591.0	3552.0	5.0	2.0	0.0	71.4	6.0	1.0	0.309	14.3	EO70	BL2	15.0	0.0	5.0	15.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
Library008_barcode16	Library008	barcode16	539	17331	10050756	94	382	1277	890	251	1.4482718827534475	32.01	30.18	1.0	2.0	2.0	3.0	8.0	8.0	7.0	2852.0	3138.0	3366.0	3138.0	2.0	5.0	0.0	28.6	5.0	2.0	0.502	28.6	EO70	BL2	4.0	0.0	4.0	4.0	SI	Functional / not flagged		True	none — SI call achieved	Use directly (sample is functional in current dataset).
