Individual	Protein
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_015
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_015
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode85	SRK_protein_014
Library004_barcode86	SRK_protein_016
Library004_barcode86	SRK_protein_016
Library004_barcode86	SRK_protein_016
Library004_barcode86	SRK_protein_016
Library004_barcode87	SRK_protein_017
Library004_barcode87	SRK_protein_018
Library004_barcode87	SRK_protein_017
Library004_barcode87	SRK_protein_018
Library004_barcode87	SRK_protein_017
Library004_barcode87	SRK_protein_018
Library004_barcode87	SRK_protein_017
Library004_barcode87	SRK_protein_018
Library004_barcode87	SRK_protein_019
Library004_barcode87	SRK_protein_019
Library004_barcode87	SRK_protein_019
Library004_barcode87	SRK_protein_019
Library004_barcode88	SRK_protein_020
Library004_barcode88	SRK_protein_020
Library004_barcode88	SRK_protein_020
Library004_barcode88	SRK_protein_020
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library004_barcode89	SRK_protein_014
Library005_barcode01	SRK_protein_086
Library005_barcode01	SRK_protein_086
Library005_barcode01	SRK_protein_086
Library005_barcode01	SRK_protein_087
Library005_barcode01	SRK_protein_088
Library005_barcode01	SRK_protein_087
Library005_barcode01	SRK_protein_088
Library005_barcode01	SRK_protein_087
Library005_barcode01	SRK_protein_088
Library005_barcode01	SRK_protein_087
Library005_barcode01	SRK_protein_088
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_089
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_089
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_089
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_089
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_033
Library005_barcode02	SRK_protein_033
Library005_barcode03	SRK_protein_013
Library005_barcode03	SRK_protein_090
Library005_barcode03	SRK_protein_091
Library005_barcode03	SRK_protein_090
Library005_barcode03	SRK_protein_059
Library005_barcode03	SRK_protein_013
Library005_barcode03	SRK_protein_090
Library005_barcode03	SRK_protein_013
Library005_barcode03	SRK_protein_090
Library005_barcode03	SRK_protein_059
Library005_barcode04	SRK_protein_013
Library005_barcode04	SRK_protein_019
Library005_barcode04	SRK_protein_013
Library005_barcode04	SRK_protein_090
Library005_barcode04	SRK_protein_019
Library005_barcode04	SRK_protein_013
Library005_barcode04	SRK_protein_090
Library005_barcode04	SRK_protein_019
Library005_barcode04	SRK_protein_013
Library005_barcode04	SRK_protein_090
Library005_barcode04	SRK_protein_091
Library005_barcode04	SRK_protein_092
Library005_barcode04	SRK_protein_091
Library005_barcode04	SRK_protein_092
Library005_barcode04	SRK_protein_091
Library005_barcode04	SRK_protein_092
Library005_barcode04	SRK_protein_091
Library005_barcode04	SRK_protein_092
Library005_barcode05	SRK_protein_093
Library005_barcode05	SRK_protein_093
Library005_barcode05	SRK_protein_093
Library005_barcode05	SRK_protein_093
Library005_barcode05	SRK_protein_093
Library005_barcode05	SRK_protein_093
Library005_barcode05	SRK_protein_093
Library005_barcode07	SRK_protein_094
Library005_barcode07	SRK_protein_087
Library005_barcode07	SRK_protein_094
Library005_barcode07	SRK_protein_094
Library005_barcode07	SRK_protein_095
Library005_barcode07	SRK_protein_094
Library005_barcode07	SRK_protein_033
Library005_barcode07	SRK_protein_095
Library005_barcode07	SRK_protein_096
Library005_barcode07	SRK_protein_033
Library005_barcode07	SRK_protein_091
Library005_barcode07	SRK_protein_033
Library005_barcode07	SRK_protein_033
Library005_barcode07	SRK_protein_033
Library005_barcode07	SRK_protein_091
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_013
Library005_barcode08	SRK_protein_090
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_013
Library005_barcode08	SRK_protein_090
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_013
Library005_barcode08	SRK_protein_090
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_013
Library005_barcode08	SRK_protein_090
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode08	SRK_protein_097
Library005_barcode09	SRK_protein_090
Library005_barcode09	SRK_protein_090
Library005_barcode09	SRK_protein_019
Library005_barcode09	SRK_protein_090
Library005_barcode09	SRK_protein_090
Library005_barcode09	SRK_protein_019
Library005_barcode09	SRK_protein_090
Library005_barcode09	SRK_protein_090
Library005_barcode09	SRK_protein_019
Library005_barcode09	SRK_protein_090
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_098
Library005_barcode10	SRK_protein_099
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_098
Library005_barcode10	SRK_protein_099
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_098
Library005_barcode10	SRK_protein_099
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_098
Library005_barcode10	SRK_protein_099
Library005_barcode10	SRK_protein_095
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_095
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_095
Library005_barcode10	SRK_protein_090
Library005_barcode10	SRK_protein_095
Library005_barcode10	SRK_protein_090
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode11	SRK_protein_100
Library005_barcode12	SRK_protein_101
Library005_barcode12	SRK_protein_101
Library005_barcode12	SRK_protein_101
Library005_barcode12	SRK_protein_100
Library005_barcode12	SRK_protein_101
Library005_barcode12	SRK_protein_100
Library005_barcode12	SRK_protein_102
Library005_barcode12	SRK_protein_102
Library005_barcode12	SRK_protein_102
Library005_barcode12	SRK_protein_102
Library005_barcode13	SRK_protein_103
Library005_barcode13	SRK_protein_103
Library005_barcode14	SRK_protein_088
Library005_barcode14	SRK_protein_104
Library005_barcode14	SRK_protein_088
Library005_barcode14	SRK_protein_104
Library005_barcode14	SRK_protein_088
Library005_barcode14	SRK_protein_104
Library005_barcode14	SRK_protein_086
Library005_barcode14	SRK_protein_104
Library005_barcode14	SRK_protein_086
Library005_barcode14	SRK_protein_088
Library005_barcode14	SRK_protein_088
Library005_barcode14	SRK_protein_088
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode15	SRK_protein_090
Library005_barcode16	SRK_protein_103
Library005_barcode16	SRK_protein_103
Library005_barcode16	SRK_protein_103
Library005_barcode16	SRK_protein_105
Library005_barcode16	SRK_protein_105
Library005_barcode16	SRK_protein_105
Library005_barcode16	SRK_protein_105
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_086
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_086
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_086
Library005_barcode17	SRK_protein_013
Library005_barcode17	SRK_protein_086
Library005_barcode17	SRK_protein_013
Library005_barcode18	SRK_protein_106
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_106
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_106
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_106
Library005_barcode18	SRK_protein_017
Library005_barcode18	SRK_protein_017
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode19	SRK_protein_100
Library005_barcode20	SRK_protein_107
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_107
Library005_barcode20	SRK_protein_107
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_107
Library005_barcode20	SRK_protein_107
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_108
Library005_barcode20	SRK_protein_109
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_108
Library005_barcode20	SRK_protein_109
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_108
Library005_barcode20	SRK_protein_109
Library005_barcode20	SRK_protein_017
Library005_barcode20	SRK_protein_108
Library005_barcode20	SRK_protein_109
Library005_barcode21	SRK_protein_091
Library005_barcode21	SRK_protein_090
Library005_barcode21	SRK_protein_063
Library005_barcode21	SRK_protein_013
Library005_barcode21	SRK_protein_091
Library005_barcode21	SRK_protein_090
Library005_barcode21	SRK_protein_063
Library005_barcode21	SRK_protein_013
Library005_barcode21	SRK_protein_091
Library005_barcode21	SRK_protein_090
Library005_barcode21	SRK_protein_063
Library005_barcode21	SRK_protein_013
Library005_barcode21	SRK_protein_091
Library005_barcode21	SRK_protein_090
Library005_barcode21	SRK_protein_013
Library005_barcode22	SRK_protein_110
Library005_barcode22	SRK_protein_111
Library005_barcode22	SRK_protein_112
Library005_barcode22	SRK_protein_110
Library005_barcode22	SRK_protein_111
Library005_barcode22	SRK_protein_112
Library005_barcode22	SRK_protein_110
Library005_barcode22	SRK_protein_111
Library005_barcode22	SRK_protein_112
Library005_barcode22	SRK_protein_113
Library005_barcode22	SRK_protein_110
Library005_barcode22	SRK_protein_111
Library005_barcode22	SRK_protein_112
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_006
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_006
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_114
Library005_barcode23	SRK_protein_115
Library005_barcode23	SRK_protein_115
Library005_barcode23	SRK_protein_115
Library005_barcode23	SRK_protein_115
Library005_barcode24	SRK_protein_116
Library005_barcode24	SRK_protein_117
Library005_barcode24	SRK_protein_116
Library005_barcode24	SRK_protein_117
Library005_barcode24	SRK_protein_116
Library005_barcode24	SRK_protein_117
Library005_barcode24	SRK_protein_116
Library005_barcode24	SRK_protein_117
Library005_barcode24	SRK_protein_114
Library005_barcode24	SRK_protein_114
Library005_barcode24	SRK_protein_114
Library005_barcode24	SRK_protein_114
Library005_barcode24	SRK_protein_114
Library005_barcode24	SRK_protein_114
Library005_barcode24	SRK_protein_114
Library005_barcode25	SRK_protein_117
Library005_barcode25	SRK_protein_117
Library005_barcode25	SRK_protein_114
Library005_barcode26	SRK_protein_114
Library005_barcode26	SRK_protein_114
Library005_barcode26	SRK_protein_114
Library005_barcode27	SRK_protein_003
Library005_barcode27	SRK_protein_003
Library005_barcode27	SRK_protein_003
Library005_barcode27	SRK_protein_003
Library005_barcode27	SRK_protein_003
Library005_barcode27	SRK_protein_003
Library005_barcode27	SRK_protein_003
Library005_barcode28	SRK_protein_012
Library005_barcode28	SRK_protein_012
Library005_barcode28	SRK_protein_012
Library005_barcode28	SRK_protein_012
Library005_barcode29	SRK_protein_118
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_118
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode29	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_118
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_118
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode30	SRK_protein_003
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode31	SRK_protein_119
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_121
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_121
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_121
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_121
Library005_barcode32	SRK_protein_122
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_122
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_122
Library005_barcode32	SRK_protein_120
Library005_barcode32	SRK_protein_122
Library005_barcode32	SRK_protein_120
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_124
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_124
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_124
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_123
Library005_barcode33	SRK_protein_124
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode34	SRK_protein_003
Library005_barcode35	SRK_protein_033
Library005_barcode35	SRK_protein_125
Library005_barcode35	SRK_protein_126
Library005_barcode35	SRK_protein_033
Library005_barcode35	SRK_protein_125
Library005_barcode35	SRK_protein_126
Library005_barcode35	SRK_protein_125
Library005_barcode35	SRK_protein_126
Library005_barcode35	SRK_protein_125
Library005_barcode35	SRK_protein_125
Library005_barcode35	SRK_protein_126
Library005_barcode36	SRK_protein_111
Library005_barcode36	SRK_protein_111
Library005_barcode36	SRK_protein_111
Library005_barcode36	SRK_protein_111
Library005_barcode36	SRK_protein_113
Library005_barcode36	SRK_protein_113
Library005_barcode36	SRK_protein_113
Library005_barcode36	SRK_protein_113
Library006_barcode37	SRK_protein_142
Library006_barcode37	SRK_protein_142
Library006_barcode37	SRK_protein_033
Library006_barcode37	SRK_protein_143
Library006_barcode37	SRK_protein_143
Library006_barcode37	SRK_protein_143
Library006_barcode37	SRK_protein_143
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode38	SRK_protein_144
Library006_barcode38	SRK_protein_145
Library006_barcode39	SRK_protein_146
Library006_barcode39	SRK_protein_147
Library006_barcode39	SRK_protein_148
Library006_barcode39	SRK_protein_149
Library006_barcode39	SRK_protein_146
Library006_barcode39	SRK_protein_147
Library006_barcode39	SRK_protein_148
Library006_barcode39	SRK_protein_149
Library006_barcode39	SRK_protein_146
Library006_barcode39	SRK_protein_147
Library006_barcode39	SRK_protein_148
Library006_barcode39	SRK_protein_149
Library006_barcode39	SRK_protein_146
Library006_barcode39	SRK_protein_147
Library006_barcode39	SRK_protein_148
Library006_barcode39	SRK_protein_149
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode40	SRK_protein_150
Library006_barcode40	SRK_protein_151
Library006_barcode41	SRK_protein_150
Library006_barcode41	SRK_protein_150
Library006_barcode41	SRK_protein_150
Library006_barcode41	SRK_protein_150
Library006_barcode41	SRK_protein_152
Library006_barcode41	SRK_protein_151
Library006_barcode41	SRK_protein_152
Library006_barcode41	SRK_protein_151
Library006_barcode41	SRK_protein_152
Library006_barcode41	SRK_protein_151
Library006_barcode41	SRK_protein_152
Library006_barcode41	SRK_protein_151
Library006_barcode42	SRK_protein_095
Library006_barcode42	SRK_protein_101
Library006_barcode42	SRK_protein_095
Library006_barcode42	SRK_protein_101
Library006_barcode42	SRK_protein_095
Library006_barcode42	SRK_protein_101
Library006_barcode42	SRK_protein_095
Library006_barcode42	SRK_protein_101
Library006_barcode43	SRK_protein_105
Library006_barcode43	SRK_protein_105
Library006_barcode43	SRK_protein_105
Library006_barcode43	SRK_protein_105
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_154
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_154
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_154
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_153
Library006_barcode44	SRK_protein_154
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode46	SRK_protein_155
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode47	SRK_protein_156
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode48	SRK_protein_157
Library006_barcode49	SRK_protein_158
Library006_barcode49	SRK_protein_158
Library006_barcode49	SRK_protein_158
Library006_barcode49	SRK_protein_158
Library006_barcode49	SRK_protein_159
Library006_barcode49	SRK_protein_159
Library006_barcode49	SRK_protein_159
Library006_barcode49	SRK_protein_159
Library006_barcode50	SRK_protein_093
Library006_barcode50	SRK_protein_093
Library006_barcode50	SRK_protein_093
Library006_barcode50	SRK_protein_093
Library006_barcode51	SRK_protein_002
Library006_barcode51	SRK_protein_002
Library006_barcode51	SRK_protein_002
Library006_barcode51	SRK_protein_002
Library006_barcode52	SRK_protein_160
Library006_barcode52	SRK_protein_160
Library006_barcode52	SRK_protein_160
Library006_barcode52	SRK_protein_160
Library006_barcode52	SRK_protein_161
Library006_barcode52	SRK_protein_161
Library006_barcode52	SRK_protein_161
Library006_barcode53	SRK_protein_142
Library006_barcode53	SRK_protein_142
Library006_barcode53	SRK_protein_142
Library006_barcode53	SRK_protein_142
Library006_barcode53	SRK_protein_142
Library006_barcode53	SRK_protein_142
Library006_barcode53	SRK_protein_142
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_163
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_163
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_163
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_163
Library006_barcode54	SRK_protein_164
Library006_barcode54	SRK_protein_165
Library006_barcode54	SRK_protein_165
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_164
Library006_barcode54	SRK_protein_165
Library006_barcode54	SRK_protein_165
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_164
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_165
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_164
Library006_barcode54	SRK_protein_162
Library006_barcode54	SRK_protein_165
Library006_barcode54	SRK_protein_162
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode55	SRK_protein_166
Library006_barcode56	SRK_protein_004
Library006_barcode56	SRK_protein_167
Library006_barcode56	SRK_protein_167
Library006_barcode56	SRK_protein_004
Library006_barcode56	SRK_protein_167
Library006_barcode56	SRK_protein_004
Library006_barcode56	SRK_protein_167
Library006_barcode56	SRK_protein_020
Library006_barcode56	SRK_protein_020
Library006_barcode56	SRK_protein_020
Library006_barcode56	SRK_protein_020
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode57	SRK_protein_132
Library006_barcode58	SRK_protein_120
Library006_barcode58	SRK_protein_120
Library006_barcode58	SRK_protein_120
Library006_barcode58	SRK_protein_120
Library006_barcode59	SRK_protein_020
Library006_barcode59	SRK_protein_020
Library006_barcode59	SRK_protein_020
Library006_barcode59	SRK_protein_003
Library006_barcode59	SRK_protein_123
Library006_barcode59	SRK_protein_003
Library006_barcode59	SRK_protein_033
Library006_barcode59	SRK_protein_123
Library006_barcode59	SRK_protein_003
Library006_barcode59	SRK_protein_123
Library006_barcode59	SRK_protein_003
Library006_barcode59	SRK_protein_003
Library006_barcode59	SRK_protein_123
Library006_barcode60	SRK_protein_086
Library006_barcode60	SRK_protein_086
Library006_barcode60	SRK_protein_086
Library006_barcode60	SRK_protein_086
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode60	SRK_protein_033
Library006_barcode61	SRK_protein_054
Library006_barcode61	SRK_protein_054
Library006_barcode62	SRK_protein_168
Library006_barcode62	SRK_protein_169
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_168
Library006_barcode62	SRK_protein_169
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_168
Library006_barcode62	SRK_protein_169
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_168
Library006_barcode62	SRK_protein_169
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_170
Library006_barcode62	SRK_protein_130
Library006_barcode62	SRK_protein_130
Library006_barcode62	SRK_protein_130
Library006_barcode62	SRK_protein_130
Library006_barcode63	SRK_protein_171
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_171
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_171
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_171
Library006_barcode63	SRK_protein_172
Library006_barcode63	SRK_protein_172
Library006_barcode64	SRK_protein_173
Library006_barcode64	SRK_protein_173
Library006_barcode64	SRK_protein_173
Library006_barcode64	SRK_protein_173
Library006_barcode64	SRK_protein_014
Library006_barcode64	SRK_protein_014
Library006_barcode64	SRK_protein_014
Library006_barcode64	SRK_protein_014
Library006_barcode65	SRK_protein_004
Library006_barcode65	SRK_protein_003
Library006_barcode65	SRK_protein_004
Library006_barcode65	SRK_protein_003
Library006_barcode65	SRK_protein_004
Library006_barcode65	SRK_protein_003
Library006_barcode65	SRK_protein_004
Library006_barcode65	SRK_protein_003
Library006_barcode66	SRK_protein_174
Library006_barcode66	SRK_protein_174
Library006_barcode66	SRK_protein_174
Library006_barcode66	SRK_protein_174
Library006_barcode66	SRK_protein_173
Library006_barcode66	SRK_protein_173
Library006_barcode66	SRK_protein_173
Library007_barcode67	SRK_protein_150
Library007_barcode67	SRK_protein_150
Library007_barcode67	SRK_protein_150
Library007_barcode67	SRK_protein_150
Library007_barcode67	SRK_protein_150
Library007_barcode67	SRK_protein_150
Library007_barcode67	SRK_protein_150
Library007_barcode68	SRK_protein_001
Library007_barcode68	SRK_protein_001
Library007_barcode68	SRK_protein_001
Library007_barcode68	SRK_protein_001
Library007_barcode69	SRK_protein_201
Library007_barcode69	SRK_protein_202
Library007_barcode69	SRK_protein_201
Library007_barcode69	SRK_protein_202
Library007_barcode69	SRK_protein_201
Library007_barcode69	SRK_protein_202
Library007_barcode69	SRK_protein_201
Library007_barcode69	SRK_protein_202
Library007_barcode69	SRK_protein_001
Library007_barcode69	SRK_protein_001
Library007_barcode69	SRK_protein_001
Library007_barcode70	SRK_protein_203
Library007_barcode70	SRK_protein_203
Library007_barcode70	SRK_protein_203
Library007_barcode70	SRK_protein_203
Library007_barcode70	SRK_protein_204
Library007_barcode70	SRK_protein_204
Library007_barcode70	SRK_protein_205
Library007_barcode70	SRK_protein_204
Library007_barcode70	SRK_protein_205
Library007_barcode70	SRK_protein_204
Library007_barcode70	SRK_protein_205
Library007_barcode71	SRK_protein_206
Library007_barcode71	SRK_protein_206
Library007_barcode71	SRK_protein_206
Library007_barcode71	SRK_protein_206
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode72	SRK_protein_207
Library007_barcode73	SRK_protein_146
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_146
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_146
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_146
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_146
Library007_barcode73	SRK_protein_208
Library007_barcode73	SRK_protein_209
Library007_barcode73	SRK_protein_146
