S_observed	MM_estimate	Chao1_estimate	iNEXT_estimate	Consensus_estimate	N_more_next_allele	N_more_80pct_MM	N_more_90pct_MM	N_more_95pct_MM	N_more_99pct_MM
49	59	54	NA	57	117	0	417	1288	8256
