Hypothesis	Cross_id	Priority	Mother	Mother_genotype	Mother_allele(s)	Mother_BL	Mother_synonymy_group	Father	Father_genotype	Father_allele(s)	Father_BL	Father_synonymy_group	BL_pairing	Cross_category_predicted	HV_distance	Replicates_recommended	Expected_outcome	Decision_rule	Paired_control	Notes
H1b	H1b-001	1	Library001_barcode06	AAAA	Allele_006	BL3	Synonymy group 1	Library008_barcode08	AABB	Allele_043+Allele_050	BL2	Isolated+Isolated	between-BL	Compatible_cross	0.5–1.0 (between Class I and Class II)	9	high seed yield — pollen carrying the Class II allele is between-class compatible with the Class I mother; pollen carrying only the father's other Class I alleles is also compatible because mother allele differs from them.	Anchors the upper compatibility baseline (between-Class)		AABB Class II carrier; father other alleles = ['Allele_043']; pollen distribution depends on father genotype
